stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
26977,47442,"SJ-16, Hwy 74",33.56804,-116.48721,Moss Polster,polster,NA,NA,,NA,,,,,
26978,47443,"SJ-17, Hwy 74",33.58518,-116.42843,Moss Polster,polster,NA,NA,,NA,,,,,
26979,47444,"SJ-18, Hwy 74",33.62332,-116.4064,Moss Polster,polster,NA,NA,,NA,,,,,
26980,47445,"SJ-19, Hwy 74",33.64594,-116.40833,Moss Polster,polster,NA,NA,,NA,,,,,
26989,47506,Seal Beach wetland,33.73917,-118.08354,Salt Marsh,marsh,NA,NA,,NA,,,,,
26992,47527,Blackwood Sinkhole,26.798715,-77.423405,Solution Origin Lake,lake,NA,NA,,NA,,,,,
26994,47535,Nunalleq,59.72039,-161.844595,Archaeological,,NA,NA,,NA,,,,,
525,47555,Cupola Pond,36.79913,-91.08998,Solution Origin Lake,lake,1,"Confirmed pond with site description, confirmed area with Missouri DOC",,64.7,,,,,
27022,47599,"Mobile Bay, MB0810-GC20",30.291,-87.883,Estuarine,,NA,NA,,NA,,,,,
27024,47602,St. Catherines Island (Northwest Marsh),31.68721,-81.152235,Marsh,marsh,NA,NA,,NA,,,,,
27028,47610,Chickaree Lake,40.334125,-105.841095,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
27029,47621,Pearson's Pond,37.352695,-122.256565,Landslide Origin Lake,lake,NA,NA,,NA,,,,,
27075,47674,Bright 1966 Site 1,42.26834,-112.05863,Soil,,NA,NA,,NA,,,,,
27076,47675,Oxford Reservoir,42.280555,-112.011265,Reservoir,lake,NA,NA,,NA,,,,,
27077,47676,Bright 1966 Site 3,42.33634,-111.99531,Soil,,NA,NA,,NA,,,,,
27078,47677,Bright 1966 Site 4,42.35815,-111.98955,Soil,,NA,NA,,NA,,,,,
27079,47678,Bright 1966 Site 5,42.37775,-111.96824,Soil,,NA,NA,,NA,,,,,
27080,47679,Bright 1966 Site 6,42.38591,-111.9561,Soil,,NA,NA,,NA,,,,,
27084,47687,Swan Lake,42.294395,-111.99205,Natural Lake,lake,NA,NA,,NA,,,,,
27085,47688,INEL1,43.83415,-112.7247,Moss Polster,polster,NA,NA,,NA,,,,,
27086,47689,INEL2,43.83415,-112.74455,Moss Polster,polster,NA,NA,,NA,,,,,
27087,47690,INEL3,43.51455,-112.9461,Moss Polster,polster,NA,NA,,NA,,,,,
27088,47691,INEL4,43.45645,-112.7484,Moss Polster,polster,NA,NA,,NA,,,,,
27089,47692,INEL5,43.46043,-112.744375,Moss Polster,polster,NA,NA,,NA,,,,,
27090,47693,INEL6,43.47095,-112.7484,Moss Polster,polster,NA,NA,,NA,,,,,
27091,47695,Sigleo 1971 Grand Canyon Transect Site 1,36.03512,-111.82931,Soil,terrestrial,NA,NA,,NA,,,,,
27092,47696,Sigleo 1971 Grand Canyon Transect Site 2,36.058,-112.1478,Soil,terrestrial,NA,NA,,NA,,,,,
27093,47697,Sigleo 1971 Grand Canyon Transect Site 3,36.059,-112.143,Soil,terrestrial,NA,NA,,NA,,,,,
27094,47698,Sigleo 1971 Grand Canyon Transect Site 4,36.06,-112.141,Soil,terrestrial,NA,NA,,NA,,,,,
27095,47699,Sigleo 1971 Grand Canyon Transect Site 5,36.06171,-112.14071,Soil,terrestrial,NA,NA,,NA,,,,,
27096,47700,Sigleo 1971 Grand Canyon Transect Site 6,36.0643,-112.1375,Soil,terrestrial,NA,NA,,NA,,,,,
27097,47701,Sigleo 1971 Grand Canyon Transect Site 7,36.066,-112.1378,Soil,terrestrial,NA,NA,,NA,,,,,
27098,47702,Sigleo 1971 Grand Canyon Transect Site 8,36.0704,-112.1315,Soil,terrestrial,NA,NA,,NA,,,,,
27099,47703,Sigleo 1971 Grand Canyon Transect Site 9,36.08637,-112.12597,Soil,terrestrial,NA,NA,,NA,,,,,
27100,47704,Sigleo 1971 Grand Canyon Transect Site 10,36.08966,-112.11443,Soil,terrestrial,NA,NA,,NA,,,,,
27101,47705,Sigleo 1971 Grand Canyon Transect Site 11,36.097,-112.1125,Soil,terrestrial,NA,NA,,NA,,,,,
27102,47706,Sigleo 1971 Grand Canyon Transect Site 12,36.1007,-112.0922,Soil,terrestrial,NA,NA,,NA,,,,,
27103,47707,Sigleo 1971 Grand Canyon Transect Site 13,36.1255,-112.0779,Soil,terrestrial,NA,NA,,NA,,,,,
27104,47708,Sigleo 1971 Grand Canyon Transect Site 14,36.14878,-112.0615,Soil,terrestrial,NA,NA,,NA,,,,,
27105,47709,Sigleo 1971 Grand Canyon Transect Site 15,36.1657,-112.045,Soil,terrestrial,NA,NA,,NA,,,,,
27106,47710,Sigleo 1971 Grand Canyon Transect Site 16,36.1782,-112.0344,Soil,terrestrial,NA,NA,,NA,,,,,
27107,47711,Sigleo 1971 Grand Canyon Transect Site 17,36.1938,-112.0342,Soil,terrestrial,NA,NA,,NA,,,,,
27108,47712,Sigleo 1971 Grand Canyon Transect Site 18,36.196,-112.0381,Soil,terrestrial,NA,NA,,NA,,,,,
27109,47713,Sigleo 1971 Grand Canyon Transect Site 19,36.1984,-112.0419,Soil,terrestrial,NA,NA,,NA,,,,,
27110,47714,Sigleo 1971 Grand Canyon Transect Site 20,36.2072,-112.0463,Soil,terrestrial,NA,NA,,NA,,,,,
27111,47715,Sigleo 1971 Grand Canyon Transect Site 21,36.2095,-112.049,Soil,terrestrial,NA,NA,,NA,,,,,
27112,47716,Sigleo 1971 Grand Canyon Transect Site 22,36.2112,-112.0507,Soil,terrestrial,NA,NA,,NA,,,,,
27113,47717,Sigleo 1971 Grand Canyon Transect Site 23,36.2146,-112.0527,Soil,terrestrial,NA,NA,,NA,,,,,
27114,47718,Sigleo 1971 Grand Canyon Transect Site 24,36.2161,-112.0571,Soil,terrestrial,NA,NA,,NA,,,,,
27115,47719,Sigleo 1971 Grand Canyon Transect Site 25,36.2444,-112.0593,Soil,terrestrial,NA,NA,,NA,,,,,
27118,47722,"Mile 0, Lee's Ferry",36.8677,-111.588,Soil,terrestrial,NA,NA,,NA,,,,,
27119,47723,"Mile 11, Soap Creek Rapids",36.73961,-111.695,Soil,terrestrial,NA,NA,,NA,,,,,
27120,47724,Mile 18 Wash,36.65638,-111.74386,Soil,terrestrial,NA,NA,,NA,,,,,
27121,47725,"Mile 24.5, Twentyfour and One-half Mile Rapids",36.58193,-111.78514,Soil,terrestrial,NA,NA,,NA,,,,,
27122,47726,"Mile 31.5, South Canyon",36.50446,-111.85734,Soil,terrestrial,NA,NA,,NA,,,,,
27123,47727,"Mile 32, Vasey's Paradise",36.49812,-111.85767,Soil,terrestrial,NA,NA,,NA,,,,,
27124,47728,"Mile 41, Buck Farm Canyon",36.40497,-111.88087,Soil,terrestrial,NA,NA,,NA,,,,,
27125,47729,"Mile 53, Nankoweap",36.29909,-111.86039,Soil,terrestrial,NA,NA,,NA,,,,,
27126,47730,"Mile 65.5, Palisades Creek",36.13989,-111.81478,Soil,terrestrial,NA,NA,,NA,,,,,
27127,47731,MIle 70.5,36.09334,-111.84831,Soil,terrestrial,NA,NA,,NA,,,,,
27128,47732,"Mile 77.5, Tonto Trail",36.0457,-111.92219,Soil,terrestrial,NA,NA,,NA,,,,,
27129,47733,"Mile 94, Granite Rapids",36.09736,-112.18376,Soil,terrestrial,NA,NA,,NA,,,,,
27130,47734,"Mile 99, Crystal Rapids",36.13505,-112.24301,Soil,terrestrial,NA,NA,,NA,,,,,
27131,47735,"Mile 108.5, Shinumo Rapids",36.23746,-112.34882,Soil,terrestrial,NA,NA,,NA,,,,,
27132,47736,"Mile 113, Walthenberg Rapids",36.23867,-112.40478,Soil,terrestrial,NA,NA,,NA,,,,,
27133,47737,"Mile 134, Tapeats Creek",36.36951,-112.46693,Soil,terrestrial,NA,NA,,NA,,,,,
27134,47738,"Mile 137, Deer Creek above falls",36.38944,-112.50817,Soil,terrestrial,NA,NA,,NA,,,,,
27135,47739,"Mile 144, Kanab Creek",36.39247,-112.62905,Soil,terrestrial,NA,NA,,NA,,,,,
27136,47740,"MIle 168, Fern Glen Canyon",36.25944,-112.91905,Soil,terrestrial,NA,NA,,NA,,,,,
27137,47741,"Mile 188, Whitmore Wash",36.15277,-113.20042,Soil,terrestrial,NA,NA,,NA,,,,,
27138,47742,MIle 213,35.91916,-113.33432,Soil,terrestrial,NA,NA,,NA,,,,,
27139,47743,"Mile 226, Diamond Creek",35.76475,-113.36894,Soil,terrestrial,NA,NA,,NA,,,,,
27140,47744,"Mile 65.5, Palisades Creek Ridge Top",36.13608,-111.81241,Soil,terrestrial,NA,NA,,NA,,,,,
27141,47745,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47746,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47747,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47748,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47749,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47750,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27141,47751,Willcox Playa area,32.13943,-109.843875,Cattle Tank,,NA,NA,,NA,,,,,
27142,47752,Croton Springs,32.16278,-109.93389,Soil,terrestrial,NA,NA,,NA,,,,,
27142,47753,Croton Springs,32.16278,-109.93389,Soil,terrestrial,NA,NA,,NA,,,,,
27142,47754,Croton Springs,32.16278,-109.93389,Spring Mound,,NA,NA,,NA,,,,,
27142,47758,Croton Springs,32.16278,-109.93389,Spring Mound,,NA,NA,,NA,,,,,
27144,47759,Rose Canyon,32.3936,-110.6985,Soil,terrestrial,NA,NA,,NA,,,,,
27145,47760,Bear Wallow ravine,32.42251,-110.73313,Soil,terrestrial,NA,NA,,NA,,,,,
27146,47761,Summerhaven,32.43975,-110.76108,Soil,terrestrial,NA,NA,,NA,,,,,
27192,48361,Sunken Island Lake,60.59302,-150.88623,Kettle Lake,lake,NA,NA,,NA,,,,,
27193,48363,Choquette Lake,59.945175,-151.11058,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
27205,48549,Wawona Meadow,37.52858,-119.64539,Fen,fen,NA,NA,,NA,,,,,
27212,48616,Morkill Lake,53.60656,-120.65228,Kettle Lake,lake,NA,NA,,NA,,,,,
13772,48685,Nelson Lake,41.83556,-88.379675,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
27236,48686,Quabbin Reservoir,42.404035,-72.29508,Reservoir,lake,NA,NA,,NA,,,,,
27236,48687,Quabbin Reservoir,42.404035,-72.29508,Reservoir,lake,NA,NA,,NA,,,,,
27241,48708,Day Wash #14,34.30092,-110.65281,Fluvial,,NA,NA,,NA,,,,,
27242,48712,Forestdale Valley,34.122625,-110.107215,Stream-cut Exposure,,NA,NA,,NA,,,,,
27243,48717,Gund Ranch,39.904,-116.59,Playa,,NA,NA,,NA,,,,,
27242,48719,Forestdale Valley,34.122625,-110.107215,Stream-cut Exposure,,NA,NA,,NA,,,,,
27244,48721,Emile Lake,64.054615,-114.1061,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
27245,48723,Cheney Lake,46.38091,-91.700675,Kettle Lake,lake,NA,NA,,NA,,,,,
27242,48726,Forestdale Valley,34.122625,-110.107215,Stream-cut Exposure,,NA,NA,,NA,,,,,
27242,48728,Forestdale Valley,34.122625,-110.107215,Stream-cut Exposure,,NA,NA,,NA,,,,,
27245,48730,Cheney Lake,46.38091,-91.700675,Kettle Lake,lake,NA,NA,,NA,,,,,
27248,48740,Dune Pond,34.41366,-119.88178,Dune Dammed Lake,lake,NA,NA,,NA,,,,,
27249,48750,Rocky Draw,34.2868,-110.44123,Alluvial fan,,NA,NA,,NA,,,,,
27260,48771,Sharp Hollow,34.30598,-110.81418,Alluvial fan,,NA,NA,,NA,,,,,
27281,48812,Benfield Lake,46.540365,-92.600945,Kettle Lake,lake,NA,NA,,NA,,,,,
27282,48814,Borden Lake,46.188945,-89.699655,Kettle Lake,lake,NA,NA,,NA,,,,,
27283,48816,Ackerman Lake,46.33153,-86.797515,Kettle Lake,lake,NA,NA,,NA,,,,,
196,48818,Hells Kitchen Lake,46.18612,-89.70273,Kettle Lake,lake,2,"Confirmed kettle lake:site description, Gajewski",,3,,,,,
27299,48843,BB01,35.82949,-106.61383,Archaeological,terrestrial,NA,NA,,NA,,,,,
27300,48846,BB02,35.83465,-106.618595,Archaeological,terrestrial,NA,NA,,NA,,,,,
27301,48849,CBS3,35.83082,-106.72216,Archaeological,terrestrial,NA,NA,,NA,,,,,
27303,48854,Lake Fork Canyon,35.85919,-106.727855,Archaeological,terrestrial,NA,NA,,NA,,,,,
27304,48857,MCA4,35.792005,-106.63429,Archaeological,terrestrial,NA,NA,,NA,,,,,
27283,48861,Ackerman Lake,46.33153,-86.797515,Kettle Lake,lake,NA,NA,,NA,,,,,
27307,48873,South Kratt Lake,46.843275,-88.86296,Kettle Lake,lake,NA,NA,,NA,,,,,
24108,48879,Trout Lake,46.858995,-87.89538,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
27308,48881,Wichser Lake,45.237605,-88.67834,Kettle Lake,lake,NA,NA,,NA,,,,,
27311,48887,Young Lake,46.44334,-85.715975,Kettle Lake,lake,NA,NA,,NA,,,,,
27311,48889,Young Lake,46.44334,-85.715975,Kettle Lake,lake,NA,NA,,NA,,,,,
27313,48893,Partridge Lake,47.419475,-88.00797,Kettle Lake,lake,NA,NA,,NA,,,,,
27313,48895,Partridge Lake,47.419475,-88.00797,Kettle Lake,lake,NA,NA,,NA,,,,,
478,489,Clear Lake,43.12507,-93.42973,Glacial Origin Lake,lake,2,Confirmed lake: Baker et al 1992,,1469.8,,,,,
24091,48906,Lake Ann,46.87276,-87.92646,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
24091,48907,Lake Ann,46.87276,-87.92646,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
24091,48908,Lake Ann,46.87276,-87.92646,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
24091,48909,Lake Ann,46.87276,-87.92646,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
27316,48911,Etang Fer-de-Lance,45.35605,-72.22557,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
27316,48912,Etang Fer-de-Lance,45.35605,-72.22557,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
479,490,Clear Lake,41.638535,-86.544595,Lacustrine,lake,3,Minimum info on description and pubs. Loc in lake.,,21,,,,,
480,492,Clear Pond,33.798895,-78.95336,Solution Origin Lake,lake,2,"Confirmed site with Google Earth, changed area",,9,,,,,
481,493,Clearwater Lake,50.87361,-107.93333,Kettle Lake,lake,NA,NA,,NA,,,,,
482,494,Clear Pond,43.748575,-74.016955,Glacial Origin Lake,lake,2,Looks fine,,11.6,,,,,
484,496,Coghill Lake,53.9,-66.76667,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
485,497,Colo Marsh,42.02,-93.27,Mire,mire,2,"Confirmed site with Iowa DNR, changed area",,517,,,,,
486,498,Columbine Ranch Fen,37.60664,-107.81571,Fen,fen,NA,NA,,NA,,,,,
488,500,Comb Lake,49.69,-57.71,Lacustrine,lake,NA,NA,,NA,,,,,
489,501,Compass Pond,50.03417,-56.19639,Glacial Scour Lake,lake,2,"Confirmed site with pub (Dyer 1986), changed area",,76,,,,,
491,503,Conroy Lake,46.28333,-67.88333,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
494,506,Copley Lake,38.87213,-107.08309,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
495,507,Coppermine Saddleback,67.83333,-115.31667,Mire,mire,NA,NA,,NA,,,,,
496,508,Lac Côté,48.96694,-65.95,Natural Lake,lake,1,"Slight nudge.  No pub, but in park is Lac Charles Cote.",,31,,,,,
498,510,Tourbière de Lanoraie COTEAU JAUNE,45.96083,-73.34194,Bog,bog,3,"Publication is in French (sjg - found pub, added area based on hydrology)",,340,,,,,
500,513,Cottonwood Lake,44.835435,-99.90806,Glacial Origin Lake,lake,2,"Seems right, but don't have the original publication.",,223,,,,,
501,514,Cottonwood Pass Pond,38.82873,-106.41084,Cirque Lake,lake,NA,NA,,NA,,,,,
502,515,Cottonwood Lake,45.76101,-96.01988,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,100.1,,,,,
503,516,Cranberry Lake,44.1,-78.1,Glacial Origin Lake,lake,2,"Confirmed lake with Google Earth, changed area",,481.9,,,,,
504,517,Crane Lake,36.52986,-112.148895,Solution Origin Lake,lake,NA,NA,,NA,,,,,
505,518,Cranberry Glades,38.2,-80.28333,Mire,mire,NA,NA,,NA,,,,,
506,519,Crates Lake,49.18333,-81.26667,Lacustrine,lake,NA,NA,,NA,,,,,
507,520,Crawford Lake,43.468275,-79.94872,Natural Lake,lake,1,Moved from south of Milton,,2.2,,,,,
508,521,Crazy Pond,47.182465,-95.73495,Kettle Lake,lake,2,Assumed correct location in pond (unlabeled),,3.2,,,,,
509,522,Creditview Wetland,43.6,-79.6,Terrestrial,,NA,NA,,NA,,,,,
510,523,Crider's Pond,39.96667,-77.55,Lacustrine,lake,NA,NA,,NA,,,,,
511,524,Cristal Lake,52.11667,-90.08333,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
512,525,Crowfoot Lake,51.65,-116.41667,Glacial Scour Lake,lake,1,"In Publication, hopefully distinct from Bow Lake",,17,,,,,
513,527,Crowsnest Lake,68.33333,-146.48333,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
518,532,Cub Lake,44.7,-84.95833,Lacustrine,lake,2,"Confirmed with Google Earth, changed area",,46.7,,,,,
519,533,Cub Creek Pond,44.49,-110.28361,Lacustrine,lake,1,Confirmed site and changed area,,123.1,,,,,
520,534,Cub Lake,44.125,-111.18333,Natural Lake,lake,NA,NA,,NA,,,,,
524,538,Cummins Pond,48.4075,-89.34667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
525,539,Cupola Pond,36.79913,-91.08998,Solution Origin Lake,lake,1,"Confirmed pond with site description, confirmed area with Missouri DOC",,64.7,,,,,
528,543,Cygnet Lake Fen,44.65,-110.6,Fen,fen,1,"Large fen complex, with lakes inside.",,140,,,,,
530,545,Dalton Lake,46.17389,-95.91528,Kettle Lake,lake,NA,NA,,NA,,,,,
531,546,Dark Lake,45.275,-91.475,Kettle Lake,lake,1,Site description: lake. Area: Gajewski et al 1985,,5.3,,,,,
533,549,Daumont,54.88333,-69.4,Natural Lake,lake,3,It's close but I can't quite get it lined up based on the picture & map.,,2,,,,,
534,550,Davis Lake,46.59167,-122.25,Glacial Origin Lake,lake,1,Seemed quite far off.  From Barnowsky paper.,,3,,,,,
656,672,Decoy Lake,43.23333,-80.36667,Kettle Lake,lake,1,"Confirmed site with pub (Szeicz 1991), changed area",,3,,,,,
657,673,Deer Lake Bog,44.03333,-71.83333,Mire,mire,NA,NA,,NA,,,,,
658,675,Delorme 1,54.41889,-69.91889,Natural Lake,lake,3,Now part of a resevoir.  Impossible to find original site.,,0.6,,,,,
659,677,Delorme 2,54.42361,-69.92972,Natural Lake,lake,NA,NA,,NA,,,,,
660,678,Lac Demain,62.05,-118.7,Kettle Lake,lake,NA,NA,,NA,,,,,
661,679,Demont Lake,43.48,-85,Lacustrine,lake,NA,NA,,NA,,,,,
663,681,Denton Lake,45.853965,-89.313005,Glacial Origin Lake,lake,1,Site descripiton: lake. Area: Kingston et al 1990,,20,,,,,
665,683,"Devils Lake, Main Bay",48.031535,-98.950595,Lacustrine,lake,NA,NA,,NA,,,,,
666,684,Devils Lake,43.4178,-89.73205,Moraine Dammed Lake,lake,2,Confirmed lake by site description,,151.5,,,,,
667,685,Devon Island Glacier,75.35,-82.5,Other,,2,"Confirmed site with Google Earth, changed area",,25,,,,,
669,688,Diana 375,60.9875,-69.95833,Natural Lake,lake,NA,NA,,NA,,,,,
671,691,Lac du Diable,48.91083,-66.125,Natural Lake,lake,NA,NA,,NA,,,,,
673,693,Dinkey Meadow,37,-119.08333,Fluvial,,NA,NA,,NA,,,,,
679,699,Dismal Swamp (91),36.58333,-76.45,Mire,mire,2,Confirmed swamp: Whitehead 1972,,46752.9,,,,,
7,7,Three Pines Bog,47,-80.11667,Bog,bog,NA,NA,,NA,,,,,
680,700,Disterhaft Farm Bog,43.91694,-89.16694,Mire,mire,NA,NA,,NA,,,,,
681,701,Divide Lake,43.93333,-110.23333,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
697,717,Dogfish Lake,48.18333,-92.18333,Lacustrine,lake,NA,NA,,NA,,,,,
699,719,Dome Creek Meadow,40.02417,-107.05083,Soil,,NA,NA,,12.3,,,,,
701,721,Donut Pond Bog,41.275,-70.05833,Bog,bog,NA,NA,,NA,,,,,
702,722,Dosquet,46.45,-71.5,Bog,bog,NA,NA,,NA,,,,,
716,736,Copperas Pond (Fish Creek),44.314045,-74.376255,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
753,772,Duck Pond,41.9327,-70.0005,Lacustrine,lake,2,Compiled from Hydrological database.,,4.3,,,,,
754,773,Lac Dufresne,45.85,-70.35,Lacustrine,lake,NA,NA,,NA,,,,,
755,774,Dunnigan Lake,47.70721,-91.63116,Glacial Origin Lake,lake,1,Site description: kettle lake. Area: Kingston 1990,,33,,,,,
757,776,Eagle Lake Bog,44.16667,-71.66667,Mire,mire,1,"Confirmed site, changed area",,1,,,,,
758,777,Eagle Lake,53.23333,-58.55,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
759,778,Eaglenest Lake,57.76667,-112.1,Glacial Origin Lake,lake,1,Checked with Google maps,,807,,,,,
762,781,East Twin Lake,45.33333,-93.50833,Kettle Lake,lake,NA,NA,,NA,,,,,
763,782,East Baltic Bog,46.40833,-62.15,Raised Bog,bog,2,Confirmed site and area with publication (Anderson),,1.2,,,,,
766,785,Edward Lake,44.37,-80.25,Lacustrine,lake,NA,NA,,NA,,,,,
767,786,Eggert Lake,44.47012,-93.619035,Kettle Lake,lake,2,"Confirmed lake, site description",,20.9,,,,,
771,790,Eldora Fen,39.93667,-105.58,Fen,fen,NA,NA,,NA,,,,,
775,795,Ely Lake,41.76667,-75.83333,Kettle Lake,lake,1,"Confirmed site with Google Earth, changed area",,22.7,,,,,
776,796,Emerald Lake,44.06667,-110.3,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
8,8,Abalone Rocks Marsh,33.95639,-119.97667,Estuarine,,1,Moved into the marsh proper based on pictures and aerial imagery,,2.7,,,,,
782,802,"Ennadai Lake, 1972 Site",61.24444,-100.95139,Mire,mire,NA,NA,,NA,,,,,
783,803,Ennadai Lake,61.16667,-100.91667,Mire,mire,NA,NA,,NA,,,,,
785,805,Lake Erie,41.92,-82.76,Natural Lake,lake,NA,NA,,NA,,,,,
786,806,Ernst Brother's Pit,43.23306,-88.04194,Terrestrial,,NA,NA,,NA,,,,,
788,808,East Sooke Fen,48.35194,-123.68167,Fen,fen,2,Confirmed site and area with publication,,0.1,,,,,
789,810,Lac à la Fourche,47.60972,-70.61583,Natural Lake,lake,NA,NA,,NA,,,,,
790,811,Etivlik Lake,68.13333,-156.03333,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
9980,813,East Twin Lake,41.196155,-81.334765,Kettle Lake,lake,NA,NA,,NA,,,,,
793,815,Excelsior Basin,52.78333,-117.11667,Bog,bog,NA,NA,,NA,,,,,
794,816,Exchequer Meadow,37,-119.83333,Mire,mire,NA,NA,,NA,,,,,
795,817,Faith Pond,47.272455,-96.09405,Kettle Lake,lake,NA,NA,,NA,,,,,
797,820,Lac Faribault,58.86694,-71.71694,Natural Lake,lake,NA,NA,,NA,,,,,
798,821,Tourbière de Farnham,45.28278,-72.98278,Bog,bog,3,"Unable to confirm site, Confirmed area: Lavoie, Larouche, Richard 1995",,410,,,,,
799,822,Farquar Lake,44.75815,-93.16449,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,25.3,,,,,
800,823,Fawn Lake (CA:Ontario),45.41,-79.39,Lacustrine,lake,NA,NA,,NA,,,,,
801,824,Fawn Lake,46.21889,-94.75333,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,48.9,,,,,
804,828,Ferndale Bog,34.40556,-95.80833,Raised Bog,bog,NA,NA,,NA,,,,,
805,829,Fiddler's Pond,56.25,-121.42,Glacial Origin Lake,lake,1,"Confirmed site with publication, changed area",,5.5,,,,,
807,831,First,41.135825,-75.027055,Glacial Origin Lake,lake,2,Confirmed pond: description and Russel et al 1993,,29.5,,,,,
808,832,Fish Lake,73.03472,-85.21667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
810,834,Beaverhouse Lake,54.74222,-101.68167,Glacial Scour Lake,lake,2,Right place,,7.2,,,,,
811,835,Floating Island Lake,44.55,-107.46667,Floating Mire,mire,1,"Confirmed site with Google Earth, changed area",,3.1,,,,,
816,841,Forest Pond 1,43.47167,-109.93889,Kettle Lake,lake,NA,NA,,NA,,,,,
817,843,Forest Pond 2,43.43889,-109.95,Kettle Lake,lake,2,"Confirmed site with publication (Lynch 1995), changed area",,1.3,,,,,
818,844,Forest Lake,46.45167,-112.16583,Marsh,marsh,2,"Confirmed lake, changed area",,0.6,,,,,
819,845,Forge Pond,40.85583,-74.39917,Artificial Lake,lake,NA,NA,,NA,,,,,
820,846,Fox Pond,47.165,-95.55833,Kettle Lake,lake,NA,NA,,NA,,,,,
821,847,Frains Lake,42.33,-83.63,Lacustrine,lake,NA,NA,,NA,,,,,
823,849,Hayes Lake,49.58333,-93.75,Lacustrine,lake,NA,NA,,NA,,,,,
825,851,Frenchmens Bay,43.82,-79.1,Lacustrine,lake,NA,NA,,NA,,,,,
826,852,Fresh Pond,41.15833,-71.575,Kettle Lake,lake,1,"Confirmed site with Google Earth, changed area",,28,,,,,
827,853,Frying Pan Lake,38.61667,-111.66667,Moraine Dammed Lake,lake,1,"Confirmed site with Google Earth, changed area",,2.7,,,,,
828,855,Fudger Lake,40.1,-83.53333,Glacial Origin Lake,lake,2,"Confirmed lake with Google Earth, changed area",,1.4,,,,,
829,856,Furnival Lake,48.21,-84.93,Lacustrine,lake,NA,NA,,NA,,,,,
830,857,Saint-Gabriel,46.27583,-73.47583,Natural Lake,lake,NA,NA,,NA,,,,,
832,859,Gardiner's Hole,44.91667,-110.73333,Fen,fen,NA,NA,,17,,,,,
833,860,Gass Lake,44.05,-87.73333,Lacustrine,lake,NA,NA,,NA,,,,,
834,861,Gause Bog,30.785,-96.72111,Mire,mire,NA,NA,,NA,,,,,
835,862,"Georgian Bay, Lake Huron (1)",44.74,-80.86,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
836,863,"Georgian Bay, Lake Huron (2)",45.17,-81.32,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
837,865,Lac Geai,45.99583,-73.99278,Natural Lake,lake,NA,NA,,NA,,,,,
841,869,George (BE),44.232795,-93.870705,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,35,,,,,
842,871,Lac à St-Germain,45.94583,-74.37083,Natural Lake,lake,NA,NA,,NA,,,,,
845,874,Upper Gillies Lake,46.06667,-60.39167,Lacustrine,lake,NA,NA,,NA,,,,,
846,875,Glacial Lake,64.86667,-166.26667,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
849,878,Jones Lake [Glenboro site],49.448,-99.28965,Kettle Lake,lake,NA,NA,,NA,,,,,
936,965,Goff Lake,44.4525,-109.83861,Lacustrine,lake,NA,NA,,NA,,,,,
